strain,phage,interaction
ERS715409,K58PH129C2,0
ERS686709,K58PH129C2,0
ERS764452,K58PH129C2,0
ERS799798,K58PH129C2,0
ERS715410,K58PH129C2,0
ERS686710,K58PH129C2,0
ERS686711,K58PH129C2,0
ERS685294,K58PH129C2,0
ERS747611,K58PH129C2,0
ERS744787,K58PH129C2,0
ERS702128,K58PH129C2,0
ERS715469,K58PH129C2,0
ERS715470,K58PH129C2,0
ERS715471,K58PH129C2,0
ERS706556,K58PH129C2,0
ERS718583,K58PH129C2,0
ERS715400,K58PH129C2,0
ERS702129,K58PH129C2,0
ERS523589,K58PH129C2,0
ERS715401,K58PH129C2,1
ERS715472,K58PH129C2,0
ERS702130,K58PH129C2,0
ERS685295,K58PH129C2,0
ERS718584,K58PH129C2,0
ERS702131,K58PH129C2,0
ERS686706,K58PH129C2,0
ERS702132,K58PH129C2,0
ERS702133,K58PH129C2,0
ERS715473,K58PH129C2,0
ERS659577,K58PH129C2,0
ERS659578,K58PH129C2,0
ERS659579,K58PH129C2,0
ERS659580,K58PH129C2,0
ERS659581,K58PH129C2,0
ERS739095,K60PH164C1,0
sampleK3,K60PH164C1,0
sampleK4,K60PH164C1,0
ERS812516,K60PH164C1,0
ERS739094,K60PH164C1,0
ERS706552,K60PH164C1,0
ERS523587,K60PH164C1,0
ERS747603,K60PH164C1,0
ERS706553,K60PH164C1,0
ERS659571,K60PH164C1,0
ERS706554,K60PH164C1,0
ERS706555,K60PH164C1,0
ERS743101,K60PH164C1,0
ERS799795,K60PH164C1,0
ERS799796,K60PH164C1,0
ERS764450,K60PH164C1,0
ERS764451,K60PH164C1,1
ERS686707,K60PH164C1,0
ERS523588,K60PH164C1,0
ERS715468,K60PH164C1,0
ERS747612,K60PH164C1,0
ERS685293,K60PH164C1,0
ERS799797,K60PH164C1,0
ERS702127,K60PH164C1,0
ERS715399,K60PH164C1,0
ERS701896,K60PH164C1,0
ERS736962,K60PH164C1,0
ERS686708,K60PH164C1,0
ERS715409,K60PH164C1,0
ERS686709,K60PH164C1,0
ERS764452,K60PH164C1,0
ERS799798,K60PH164C1,0
ERS715410,K60PH164C1,0
ERS686710,K60PH164C1,0
ERS686711,K60PH164C1,0
ERS685294,K60PH164C1,0
ERS747611,K60PH164C1,0
ERS744787,K60PH164C1,0
ERS702128,K60PH164C1,0
ERS715469,K60PH164C1,0
ERS715470,K60PH164C1,0
ERS715471,K60PH164C1,0
ERS706556,K60PH164C1,0
ERS718583,K60PH164C1,0
ERS715400,K60PH164C1,0
ERS702129,K60PH164C1,0
ERS523589,K60PH164C1,0
ERS715401,K60PH164C1,0
ERS715472,K60PH164C1,0
ERS702130,K60PH164C1,1
ERS685295,K60PH164C1,0
ERS718584,K60PH164C1,0
ERS702131,K60PH164C1,0
ERS686706,K60PH164C1,0
ERS702132,K60PH164C1,0
ERS702133,K60PH164C1,0
ERS715473,K60PH164C1,0
ERS659577,K60PH164C1,0
ERS659578,K60PH164C1,0
ERS659579,K60PH164C1,0
ERS659580,K60PH164C1,0
ERS659581,K60PH164C1,0
ERS739095,K61PH164C1,0
sampleK3,K61PH164C1,0
sampleK4,K61PH164C1,0
ERS812516,K61PH164C1,0
ERS739094,K61PH164C1,0
ERS706552,K61PH164C1,0
ERS523587,K61PH164C1,0
ERS747603,K61PH164C1,0
ERS706553,K61PH164C1,0
ERS659571,K61PH164C1,0
ERS706554,K61PH164C1,0
ERS706555,K61PH164C1,0
ERS743101,K61PH164C1,0
ERS799795,K61PH164C1,0
ERS799796,K61PH164C1,0
ERS764450,K61PH164C1,0
ERS764451,K61PH164C1,0
ERS686707,K61PH164C1,0
ERS523588,K61PH164C1,0
ERS715468,K61PH164C1,0
ERS747612,K61PH164C1,0
ERS685293,K61PH164C1,0
ERS799797,K61PH164C1,0
ERS702127,K61PH164C1,0
ERS715399,K61PH164C1,0
ERS701896,K61PH164C1,0
ERS736962,K61PH164C1,0
ERS686708,K61PH164C1,0
ERS715409,K61PH164C1,0
ERS686709,K61PH164C1,0
ERS764452,K61PH164C1,0
ERS799798,K61PH164C1,0
ERS715410,K61PH164C1,0
ERS686710,K61PH164C1,0
ERS686711,K61PH164C1,0
ERS685294,K61PH164C1,0
ERS747611,K61PH164C1,0
ERS744787,K61PH164C1,0
ERS702128,K61PH164C1,0
ERS715469,K61PH164C1,0
ERS715470,K61PH164C1,0
ERS715471,K61PH164C1,0
ERS706556,K61PH164C1,0
ERS718583,K61PH164C1,0
ERS715400,K61PH164C1,0
ERS702129,K61PH164C1,0
ERS523589,K61PH164C1,0
ERS715401,K61PH164C1,0
ERS715472,K61PH164C1,0
ERS702130,K61PH164C1,0
ERS685295,K61PH164C1,1
ERS718584,K61PH164C1,0
ERS702131,K61PH164C1,0
ERS686706,K61PH164C1,0
ERS702132,K61PH164C1,0
ERS702133,K61PH164C1,0
ERS715473,K61PH164C1,0
ERS659577,K61PH164C1,0
ERS659578,K61PH164C1,0
ERS659579,K61PH164C1,0
ERS659580,K61PH164C1,0
ERS659581,K61PH164C1,0
ERS739095,K62PH164C2,0
sampleK3,K62PH164C2,0
sampleK4,K62PH164C2,0
ERS812516,K62PH164C2,0
ERS739094,K62PH164C2,0
ERS706552,K62PH164C2,0
ERS523587,K62PH164C2,0
ERS747603,K62PH164C2,0
ERS706553,K62PH164C2,0
ERS659571,K62PH164C2,0
ERS706554,K62PH164C2,0
ERS706555,K62PH164C2,0
ERS743101,K62PH164C2,0
ERS799795,K62PH164C2,0
ERS799796,K62PH164C2,0
ERS764450,K62PH164C2,0
ERS764451,K62PH164C2,0
ERS686707,K62PH164C2,0
ERS523588,K62PH164C2,0
ERS715468,K62PH164C2,0
ERS747612,K62PH164C2,0
ERS685293,K62PH164C2,0
ERS799797,K62PH164C2,0
ERS702127,K62PH164C2,1
ERS715399,K62PH164C2,0
ERS701896,K62PH164C2,0
ERS736962,K62PH164C2,0
ERS686708,K62PH164C2,0
ERS715409,K62PH164C2,0
ERS686709,K62PH164C2,0
ERS764452,K62PH164C2,0
ERS799798,K62PH164C2,0
ERS715410,K62PH164C2,0
ERS686710,K62PH164C2,0
ERS686711,K62PH164C2,0
ERS685294,K62PH164C2,0
ERS747611,K62PH164C2,0
ERS744787,K62PH164C2,0
ERS702128,K62PH164C2,0
ERS715469,K62PH164C2,0
ERS715470,K62PH164C2,0
ERS715471,K62PH164C2,0
ERS706556,K62PH164C2,0
ERS718583,K62PH164C2,0
ERS715400,K62PH164C2,0
ERS702129,K62PH164C2,0
ERS523589,K62PH164C2,0
ERS715401,K62PH164C2,0
ERS715472,K62PH164C2,0
ERS702130,K62PH164C2,0
ERS685295,K62PH164C2,0
ERS718584,K62PH164C2,1
ERS702131,K62PH164C2,0
ERS686706,K62PH164C2,1
ERS702132,K62PH164C2,1
ERS702133,K62PH164C2,0
ERS715473,K62PH164C2,1
ERS659577,K62PH164C2,0
ERS659578,K62PH164C2,1
ERS659579,K62PH164C2,0
ERS659580,K62PH164C2,0
ERS659581,K62PH164C2,0
ERS739095,K63PH128,0
sampleK3,K63PH128,0
sampleK4,K63PH128,0
ERS812516,K63PH128,0
ERS739094,K63PH128,0
ERS706552,K63PH128,0
ERS523587,K63PH128,0
ERS747603,K63PH128,0
ERS706553,K63PH128,0
ERS659571,K63PH128,0
ERS706554,K63PH128,0
ERS706555,K63PH128,0
ERS743101,K63PH128,0
ERS799795,K63PH128,0
ERS799796,K63PH128,0
ERS764450,K63PH128,0
ERS764451,K63PH128,0
ERS686707,K63PH128,0
ERS523588,K63PH128,0
ERS715468,K63PH128,0
ERS747612,K63PH128,0
ERS685293,K63PH128,0
ERS799797,K63PH128,0
ERS702127,K63PH128,0
ERS715399,K63PH128,0
ERS701896,K63PH128,0
ERS736962,K63PH128,0
ERS686708,K63PH128,0
ERS715409,K63PH128,0
ERS686709,K63PH128,0
ERS764452,K63PH128,0
ERS799798,K63PH128,0
ERS715410,K63PH128,0
ERS686710,K63PH128,0
ERS686711,K63PH128,0
ERS685294,K63PH128,0
ERS747611,K63PH128,0
ERS744787,K63PH128,0
ERS702128,K63PH128,0
ERS715469,K63PH128,0
ERS715470,K63PH128,0
ERS715471,K63PH128,0
ERS706556,K63PH128,0
ERS718583,K63PH128,0
ERS715400,K63PH128,0
ERS702129,K63PH128,0
ERS523589,K63PH128,0
ERS715401,K63PH128,0
ERS715472,K63PH128,0
ERS702130,K63PH128,0
ERS685295,K63PH128,0
ERS718584,K63PH128,0
ERS702131,K63PH128,1
ERS686706,K63PH128,0
ERS702132,K63PH128,0
ERS702133,K63PH128,0
ERS715473,K63PH128,0
ERS659577,K63PH128,0
ERS659578,K63PH128,0
ERS659579,K63PH128,0
ERS659580,K63PH128,0
ERS659581,K63PH128,0
ERS739095,K65PH164,0
sampleK3,K65PH164,0
sampleK4,K65PH164,0
ERS812516,K65PH164,0
ERS739094,K65PH164,0
ERS706552,K65PH164,1
ERS523587,K65PH164,0
ERS747603,K65PH164,0
ERS706553,K65PH164,0
ERS659571,K65PH164,0
ERS706554,K65PH164,1
ERS706555,K65PH164,0
ERS743101,K65PH164,1
ERS799795,K65PH164,1
ERS799796,K65PH164,1
ERS764450,K65PH164,0
ERS764451,K65PH164,1
ERS686707,K65PH164,1
ERS523588,K65PH164,0
ERS715468,K65PH164,0
ERS747612,K65PH164,0
ERS685293,K65PH164,0
ERS799797,K65PH164,1
ERS702127,K65PH164,1
ERS715399,K65PH164,0
ERS701896,K65PH164,1
ERS736962,K65PH164,1
ERS686708,K65PH164,0
ERS715409,K65PH164,0
ERS686709,K65PH164,1
ERS764452,K65PH164,1
ERS799798,K65PH164,0
ERS715410,K65PH164,0
ERS686710,K65PH164,0
ERS686711,K65PH164,1
ERS685294,K65PH164,0
ERS747611,K65PH164,1
ERS744787,K65PH164,0
ERS702128,K65PH164,0
ERS715469,K65PH164,1
ERS715470,K65PH164,1
ERS715471,K65PH164,1
ERS706556,K65PH164,0
ERS718583,K65PH164,0
ERS715400,K65PH164,1
ERS702129,K65PH164,1
ERS523589,K65PH164,1
ERS715401,K65PH164,0
ERS715472,K65PH164,1
ERS702130,K65PH164,1
ERS685295,K65PH164,0
ERS718584,K65PH164,1
ERS702131,K65PH164,0
ERS686706,K65PH164,1
ERS702132,K65PH164,1
ERS702133,K65PH164,0
ERS715473,K65PH164,0
ERS659577,K65PH164,0
ERS659578,K65PH164,1
ERS659579,K65PH164,1
ERS659580,K65PH164,1
ERS659581,K65PH164,0
ERS739095,K66PH128C1,0
sampleK3,K66PH128C1,0
sampleK4,K66PH128C1,0
ERS812516,K66PH128C1,0
ERS739094,K66PH128C1,0
ERS706552,K66PH128C1,0
ERS523587,K66PH128C1,0
ERS747603,K66PH128C1,0
ERS706553,K66PH128C1,0
ERS659571,K66PH128C1,0
ERS706554,K66PH128C1,0
ERS706555,K66PH128C1,0
ERS743101,K66PH128C1,0
ERS799795,K66PH128C1,0
ERS799796,K66PH128C1,0
ERS764450,K66PH128C1,0
ERS764451,K66PH128C1,0
ERS686707,K66PH128C1,0
ERS523588,K66PH128C1,0
ERS715468,K66PH128C1,0
ERS747612,K66PH128C1,0
ERS685293,K66PH128C1,0
ERS799797,K66PH128C1,0
ERS702127,K66PH128C1,0
ERS715399,K66PH128C1,0
ERS701896,K66PH128C1,0
ERS736962,K66PH128C1,0
ERS686708,K66PH128C1,0
ERS715409,K66PH128C1,0
ERS686709,K66PH128C1,0
ERS764452,K66PH128C1,0
ERS799798,K66PH128C1,0
ERS715410,K66PH128C1,0
ERS686710,K66PH128C1,0
ERS686711,K66PH128C1,0
ERS685294,K66PH128C1,0
ERS747611,K66PH128C1,0
ERS744787,K66PH128C1,0
ERS702128,K66PH128C1,0
ERS715469,K66PH128C1,0
ERS715470,K66PH128C1,0
ERS715471,K66PH128C1,0
ERS706556,K66PH128C1,0
ERS718583,K66PH128C1,0
ERS715400,K66PH128C1,0
ERS702129,K66PH128C1,0
ERS523589,K66PH128C1,0
ERS715401,K66PH128C1,0
ERS715472,K66PH128C1,0
ERS702130,K66PH128C1,0
ERS685295,K66PH128C1,0
ERS718584,K66PH128C1,0
ERS702131,K66PH128C1,0
ERS686706,K66PH128C1,0
ERS702132,K66PH128C1,0
ERS702133,K66PH128C1,1
ERS715473,K66PH128C1,0
ERS659577,K66PH128C1,0
ERS659578,K66PH128C1,0
ERS659579,K66PH128C1,0
ERS659580,K66PH128C1,0
ERS659581,K66PH128C1,0
ERS739095,K69PH164C2,0
sampleK3,K69PH164C2,0
sampleK4,K69PH164C2,0
ERS812516,K69PH164C2,0
ERS739094,K69PH164C2,0
ERS706552,K69PH164C2,0
ERS523587,K69PH164C2,0
ERS747603,K69PH164C2,0
ERS706553,K69PH164C2,0
ERS659571,K69PH164C2,0
ERS706554,K69PH164C2,1
ERS706555,K69PH164C2,0
ERS743101,K69PH164C2,0
ERS799795,K69PH164C2,0
ERS799796,K69PH164C2,0
ERS764450,K69PH164C2,0
ERS764451,K69PH164C2,0
ERS686707,K69PH164C2,0
ERS523588,K69PH164C2,0
ERS715468,K69PH164C2,0
ERS747612,K69PH164C2,0
ERS685293,K69PH164C2,0
ERS799797,K69PH164C2,0
ERS702127,K69PH164C2,1
ERS715399,K69PH164C2,0
ERS701896,K69PH164C2,0
ERS736962,K69PH164C2,0
ERS686708,K69PH164C2,1
ERS715409,K69PH164C2,0
ERS686709,K69PH164C2,0
ERS764452,K69PH164C2,0
ERS799798,K69PH164C2,0
ERS715410,K69PH164C2,0
ERS686710,K69PH164C2,1
ERS686711,K69PH164C2,0
ERS685294,K69PH164C2,0
ERS747611,K69PH164C2,0
ERS744787,K69PH164C2,0
ERS702128,K69PH164C2,0
ERS715469,K69PH164C2,0
ERS715470,K69PH164C2,0
ERS715471,K69PH164C2,0
ERS706556,K69PH164C2,0
ERS718583,K69PH164C2,0
ERS715400,K69PH164C2,1
ERS702129,K69PH164C2,0
ERS523589,K69PH164C2,0
ERS715401,K69PH164C2,0
ERS715472,K69PH164C2,0
ERS702130,K69PH164C2,0
ERS685295,K69PH164C2,0
ERS718584,K69PH164C2,0
ERS702131,K69PH164C2,0
ERS686706,K69PH164C2,0
ERS702132,K69PH164C2,0
ERS702133,K69PH164C2,0
ERS715473,K69PH164C2,0
ERS659577,K69PH164C2,0
ERS659578,K69PH164C2,0
ERS659579,K69PH164C2,0
ERS659580,K69PH164C2,0
ERS659581,K69PH164C2,0
ERS739095,K71PH129C1,0
sampleK3,K71PH129C1,0
sampleK4,K71PH129C1,0
ERS812516,K71PH129C1,0
ERS739094,K71PH129C1,0
ERS706552,K71PH129C1,0
ERS523587,K71PH129C1,0
ERS747603,K71PH129C1,0
ERS706553,K71PH129C1,0
ERS659571,K71PH129C1,0
ERS706554,K71PH129C1,0
ERS706555,K71PH129C1,0
ERS743101,K71PH129C1,0
ERS799795,K71PH129C1,0
ERS799796,K71PH129C1,0
ERS764450,K71PH129C1,0
ERS764451,K71PH129C1,0
ERS686707,K71PH129C1,0
ERS523588,K71PH129C1,0
ERS715468,K71PH129C1,0
ERS747612,K71PH129C1,0
ERS685293,K71PH129C1,0
ERS799797,K71PH129C1,0
ERS702127,K71PH129C1,0
ERS715399,K71PH129C1,0
ERS701896,K71PH129C1,0
ERS736962,K71PH129C1,0
ERS686708,K71PH129C1,0
ERS715409,K71PH129C1,0
ERS686709,K71PH129C1,0
ERS764452,K71PH129C1,0
ERS799798,K71PH129C1,0
ERS715410,K71PH129C1,0
ERS686710,K71PH129C1,0
ERS686711,K71PH129C1,0
ERS685294,K71PH129C1,0
ERS747611,K71PH129C1,0
ERS744787,K71PH129C1,0
ERS702128,K71PH129C1,0
ERS715469,K71PH129C1,0
ERS715470,K71PH129C1,0
ERS715471,K71PH129C1,0
ERS706556,K71PH129C1,0
ERS718583,K71PH129C1,0
ERS715400,K71PH129C1,0
ERS702129,K71PH129C1,0
ERS523589,K71PH129C1,0
ERS715401,K71PH129C1,0
ERS715472,K71PH129C1,0
ERS702130,K71PH129C1,1
ERS685295,K71PH129C1,0
ERS718584,K71PH129C1,0
ERS702131,K71PH129C1,0
ERS686706,K71PH129C1,0
ERS702132,K71PH129C1,0
ERS702133,K71PH129C1,0
ERS715473,K71PH129C1,0
ERS659577,K71PH129C1,0
ERS659578,K71PH129C1,0
ERS659579,K71PH129C1,0
ERS659580,K71PH129C1,0
ERS659581,K71PH129C1,0
ERS739095,K72PH164C2,0
sampleK3,K72PH164C2,0
sampleK4,K72PH164C2,0
ERS812516,K72PH164C2,0
ERS739094,K72PH164C2,0
ERS706552,K72PH164C2,0
ERS523587,K72PH164C2,0
ERS747603,K72PH164C2,0
ERS706553,K72PH164C2,0
ERS659571,K72PH164C2,0
ERS706554,K72PH164C2,0
ERS706555,K72PH164C2,0
ERS743101,K72PH164C2,0
ERS799795,K72PH164C2,0
ERS799796,K72PH164C2,0
ERS764450,K72PH164C2,0
ERS764451,K72PH164C2,0
ERS686707,K72PH164C2,0
ERS523588,K72PH164C2,0
ERS715468,K72PH164C2,0
ERS747612,K72PH164C2,0
ERS685293,K72PH164C2,0
ERS799797,K72PH164C2,0
ERS702127,K72PH164C2,0
ERS715399,K72PH164C2,0
ERS701896,K72PH164C2,0
ERS736962,K72PH164C2,0
ERS686708,K72PH164C2,0
ERS715409,K72PH164C2,0
ERS686709,K72PH164C2,0
ERS764452,K72PH164C2,0
ERS799798,K72PH164C2,0
ERS715410,K72PH164C2,0
ERS686710,K72PH164C2,0
ERS686711,K72PH164C2,0
ERS685294,K72PH164C2,0
ERS747611,K72PH164C2,0
ERS744787,K72PH164C2,0
ERS702128,K72PH164C2,0
ERS715469,K72PH164C2,0
ERS715470,K72PH164C2,0
ERS715471,K72PH164C2,0
ERS706556,K72PH164C2,0
ERS718583,K72PH164C2,0
ERS715400,K72PH164C2,0
ERS702129,K72PH164C2,0
ERS523589,K72PH164C2,0
ERS715401,K72PH164C2,0
ERS715472,K72PH164C2,0
ERS702130,K72PH164C2,0
ERS685295,K72PH164C2,0
ERS718584,K72PH164C2,0
ERS702131,K72PH164C2,0
ERS686706,K72PH164C2,0
ERS702132,K72PH164C2,0
ERS702133,K72PH164C2,0
ERS715473,K72PH164C2,0
ERS659577,K72PH164C2,0
ERS659578,K72PH164C2,0
ERS659579,K72PH164C2,0
ERS659580,K72PH164C2,0
ERS659581,K72PH164C2,0
ERS739095,K74PH129C2,0
sampleK3,K74PH129C2,0
sampleK4,K74PH129C2,0
ERS812516,K74PH129C2,0
ERS739094,K74PH129C2,0
ERS706552,K74PH129C2,0
ERS523587,K74PH129C2,0
ERS747603,K74PH129C2,0
ERS706553,K74PH129C2,0
ERS659571,K74PH129C2,0
ERS706554,K74PH129C2,0
ERS706555,K74PH129C2,0
ERS743101,K74PH129C2,0
ERS799795,K74PH129C2,0
ERS799796,K74PH129C2,0
ERS764450,K74PH129C2,0
ERS764451,K74PH129C2,0
ERS686707,K74PH129C2,0
ERS523588,K74PH129C2,0
ERS715468,K74PH129C2,0
ERS747612,K74PH129C2,0
ERS685293,K74PH129C2,0
ERS799797,K74PH129C2,0
ERS702127,K74PH129C2,0
ERS715399,K74PH129C2,0
ERS701896,K74PH129C2,0
ERS736962,K74PH129C2,0
ERS686708,K74PH129C2,0
ERS715409,K74PH129C2,0
ERS686709,K74PH129C2,0
ERS764452,K74PH129C2,0
ERS799798,K74PH129C2,0
ERS715410,K74PH129C2,0
ERS686710,K74PH129C2,0
ERS686711,K74PH129C2,0
ERS685294,K74PH129C2,0
ERS747611,K74PH129C2,0
ERS744787,K74PH129C2,0
ERS702128,K74PH129C2,0
ERS715469,K74PH129C2,0
ERS715470,K74PH129C2,0
ERS715471,K74PH129C2,0
ERS706556,K74PH129C2,0
ERS718583,K74PH129C2,0
ERS715400,K74PH129C2,0
ERS702129,K74PH129C2,0
ERS523589,K74PH129C2,0
ERS715401,K74PH129C2,0
ERS715472,K74PH129C2,0
ERS702130,K74PH129C2,0
ERS685295,K74PH129C2,0
ERS718584,K74PH129C2,0
ERS702131,K74PH129C2,1
ERS686706,K74PH129C2,0
ERS702132,K74PH129C2,0
ERS702133,K74PH129C2,0
ERS715473,K74PH129C2,0
ERS659577,K74PH129C2,1
ERS659578,K74PH129C2,0
ERS659579,K74PH129C2,0
ERS659580,K74PH129C2,0
ERS659581,K74PH129C2,0
ERS739095,K82P1,0
sampleK3,K82P1,0
sampleK4,K82P1,0
ERS812516,K82P1,0
ERS739094,K82P1,0
ERS706552,K82P1,0
ERS523587,K82P1,0
ERS747603,K82P1,0
ERS706553,K82P1,0
ERS659571,K82P1,0
ERS706554,K82P1,0
ERS706555,K82P1,0
ERS743101,K82P1,0
ERS799795,K82P1,0
ERS799796,K82P1,0
ERS764450,K82P1,0
ERS764451,K82P1,0
ERS686707,K82P1,0
ERS523588,K82P1,0
ERS715468,K82P1,0
ERS747612,K82P1,0
ERS685293,K82P1,0
ERS799797,K82P1,0
ERS702127,K82P1,0
ERS715399,K82P1,0
ERS701896,K82P1,0
ERS736962,K82P1,0
ERS686708,K82P1,0
ERS715409,K82P1,0
ERS686709,K82P1,0
ERS764452,K82P1,0
ERS799798,K82P1,0
ERS715410,K82P1,0
ERS686710,K82P1,0
ERS686711,K82P1,0
ERS685294,K82P1,0
ERS747611,K82P1,0
ERS744787,K82P1,0
ERS702128,K82P1,0
ERS715469,K82P1,0
ERS715470,K82P1,0
ERS715471,K82P1,0
ERS706556,K82P1,0
ERS718583,K82P1,0
ERS715400,K82P1,0
ERS702129,K82P1,0
ERS523589,K82P1,0
ERS715401,K82P1,0
ERS715472,K82P1,0
ERS702130,K82P1,0
ERS685295,K82P1,0
ERS718584,K82P1,0
ERS702131,K82P1,0
ERS686706,K82P1,0
ERS702132,K82P1,0
ERS702133,K82P1,0
ERS715473,K82P1,0
ERS659577,K82P1,0
ERS659578,K82P1,0
ERS659579,K82P1,0
ERS659580,K82P1,0
ERS659581,K82P1,1
Kpcas091,A1a,0
Kpcas042,A1a,1
Kpcas039,A1a,0
CU276,A1a,0
CU293,A1a,0
CU402,A1a,0
CU406,A1a,0
CU443,A1a,0
CU448,A1a,0
CU451,A1a,0
CU494,A1a,0
CU503,A1a,0
132,A1a,0
779,A1a,0
806,A1a,0
228,A1a,0
245,A1a,0
406,A1a,0
1210,A1a,0
1446,A1a,0
1468,A1a,0
1572,A1a,0
2164,A1a,0
HAV1_14,A1a,1
HAV1_13,A1a,0
HCV1_19,A1a,0
HCV1_21,A1a,0
HCV1_10,A1a,0
HCV1_42,A1a,0
HCV1_24,A1a,0
HCV1_26,A1a,0
HCV1_27,A1a,0
HCV1_35,A1a,0
HCV1_36,A1a,0
HCV1_33,A1a,0
KP_HGE01_045,A1a,0
KP_HGE01_024,A1a,0
KP_HGE01_025,A1a,0
KP_HGE01_042,A1a,0
KP_HGE01_017,A1a,0
KP_HGE01_039,A1a,0
KP_HGE01_044,A1a,0
KP_HGE01_040,A1a,0
KP_HGE01_029,A1a,0
KP_HGE01_014,A1a,0
KP_HGE01_003,A1a,0
KP_HGE01_004,A1a,0
KP_HGE01_005,A1a,0
HGUA4_08,A1a,0
KP_HGUA02_068,A1a,0
HGUA4_09,A1a,0
HGUA4_51,A1a,0
KP_HGUA02_064,A1a,0
KP_HGUA02_073,A1a,0
KP_HGUA03_124,A1a,0
KP_HGUA02_099,A1a,0
KP_HGUA02_066,A1a,0
KP_HGUA02_059,A1a,0
KP_HGUA02_074,A1a,0
KP_HGUA02_054,A1a,0
KP_HGUA02_051,A1a,0
KP_HGUA03_117,A1a,0
KP_HGUA02_055,A1a,0
KP_HGUA02_092,A1a,0
HGUA4_15,A1a,0
KP_HGUA03_108,A1a,0
KP_HGUA03_147,A1a,0
KP_HGUA02_071,A1a,0
KP_HGUA02_089,A1a,0
Kpcas027,A1a,0
Kpcas048,A1a,0
Kpcas083,A1a,0
Kpcas024,A1a,0
HGUC2_04,A1a,0
Kpcas054,A1a,0
HGUC2_09,A1a,0
HLF1_17,A1a,0
HLF1_40,A1a,0
HLF1_54,A1a,0
HLF1_68,A1a,0
102KP-HG,A1a,1
156KP-HG,A1a,0
159KP-HG,A1a,0
191KP-HG,A1a,0
201KP-HG,A1a,0
205KP-HG,A1a,0
218KP-HG,A1a,1
225KP-HG,A1a,0
234KP-HG,A1a,0
242KP-HG,A1a,0
255KP-HG,A1a,0
268KP-HG,A1a,0
48KP-HG,A1a,0
HGV2_297,A1a,0
33KP-HG,A1a,0
HGV2_332,A1a,0
34KP-HG,A1a,0
HGV2_341,A1a,0
HGV2_370,A1a,0
HGV2_371,A1a,0
HGV2_379,A1a,0
HGV2_398,A1a,0
HGV2_400,A1a,0
HGV2_418,A1a,0
HGV2_429,A1a,0
HGV2_430,A1a,0
HGV2_431,A1a,0
52KP-HG,A1a,0
62KP-HG,A1a,0
Moliner_03,A1a,0
Moliner_08,A1a,0
Moliner_02,A1a,0
NTUH,A1a,0
Kpcas111,A1a,0
HGV2C_01,A1a,0
HGV2C_10,A1a,0
HGV2C_11,A1a,0
HGV2C_13,A1a,0
HGV2C_14,A1a,0
HGV2C_16,A1a,0
HGV2C_17,A1a,0
HGV2C_18,A1a,0
HGV2C_02,A1a,0
HGV2C_19,A1a,0
HGV2C_20,A1a,0
HGV2C_23,A1a,0
HGV2C_28,A1a,0
HGV2C_03,A1a,0
HGV2C_33,A1a,0
HGV2C_34,A1a,0
HGV2C_36_contigs,A1a,0
HGV2C_37,A1a,0
HGV2C_39,A1a,0
HGV2C_06,A1a,0
HGV2C_08,A1a,0
CU371,A1a,0
42KP-HG,A1a,0
HGV2C_21,A1a,0
Kpcas091,A1b,0
Kpcas042,A1b,0
Kpcas039,A1b,0
CU276,A1b,0
CU293,A1b,0
CU402,A1b,0
CU406,A1b,0
CU443,A1b,0
CU448,A1b,0
CU451,A1b,0
CU494,A1b,0
CU503,A1b,0
132,A1b,0
779,A1b,0
806,A1b,0
228,A1b,0
245,A1b,0
406,A1b,0
1210,A1b,0
1446,A1b,0
1468,A1b,0
1572,A1b,0
2164,A1b,0
HAV1_14,A1b,0
HAV1_13,A1b,0
HCV1_19,A1b,0
HCV1_21,A1b,0
HCV1_10,A1b,0
HCV1_42,A1b,0
HCV1_24,A1b,0
HCV1_26,A1b,0
HCV1_27,A1b,0
HCV1_35,A1b,0
HCV1_36,A1b,0
HCV1_33,A1b,0
KP_HGE01_045,A1b,0
KP_HGE01_024,A1b,0
KP_HGE01_025,A1b,0
KP_HGE01_042,A1b,0
KP_HGE01_017,A1b,0
KP_HGE01_039,A1b,0
KP_HGE01_044,A1b,0
KP_HGE01_040,A1b,0
KP_HGE01_029,A1b,0
KP_HGE01_014,A1b,0
KP_HGE01_003,A1b,0
KP_HGE01_004,A1b,0
KP_HGE01_005,A1b,0
HGUA4_08,A1b,0
KP_HGUA02_068,A1b,0
HGUA4_09,A1b,0
HGUA4_51,A1b,0
KP_HGUA02_064,A1b,0
KP_HGUA02_073,A1b,0
KP_HGUA03_124,A1b,0
KP_HGUA02_099,A1b,0
KP_HGUA02_066,A1b,0
KP_HGUA02_059,A1b,0
KP_HGUA02_074,A1b,0
KP_HGUA02_054,A1b,0
KP_HGUA02_051,A1b,0
KP_HGUA03_117,A1b,0
KP_HGUA02_055,A1b,0
KP_HGUA02_092,A1b,0
HGUA4_15,A1b,0
KP_HGUA03_108,A1b,0
KP_HGUA03_147,A1b,0
KP_HGUA02_071,A1b,0
KP_HGUA02_089,A1b,0
Kpcas027,A1b,0
Kpcas048,A1b,0
Kpcas083,A1b,0
Kpcas024,A1b,0
HGUC2_04,A1b,0
Kpcas054,A1b,0
HGUC2_09,A1b,0
HLF1_17,A1b,0
HLF1_40,A1b,0
HLF1_54,A1b,0
HLF1_68,A1b,0
102KP-HG,A1b,0
156KP-HG,A1b,0
159KP-HG,A1b,0
